total_records,total_orders,total_customers,total_products,total_sellers,total_revenue,avg_order_value,avg_review_score,on_time_delivery_pct
112650,98666,95420,32951,3095,15843553.24,160.57763809214927,4.032853510939234,93.27416777629826
